Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
1310000,0.83987826,5.603900038608117,457.0,1.0228778,5.603899963572621
1320000,0.81432015,7.286222268988947,576.5,1.0340955,7.286222141649988
1330000,0.8072815,8.335142907944308,638.2857142857143,1.0257692,8.335142823601407
1340000,0.80659413,7.669647107030922,605.4705882352941,1.067319,7.669646960409248
1350000,0.79180014,5.909050038852729,493.35,1.0639833,5.909050033614039
1360000,0.8122389,7.238529456046629,574.7647058823529,1.0659168,7.238529504057677
1370000,0.7895075,4.804166699201839,422.2916666666667,1.006694,4.804166691222538
1380000,0.8160949,7.808000049126956,620.8,1.0146378,7.808000146845976
1390000,0.8126922,9.094571485616532,716.5,1.0234216,9.094571587230478
1400000,0.81966555,11.231666734054064,840.0,0.9933629,11.231666668318212
1410000,0.8046847,8.766928628727328,707.0,1.0201296,8.766928412020206
1420000,0.8140738,7.475882398800048,595.8235294117648,1.0551848,7.475882326855379
1430000,0.82484794,6.095473723026532,484.6842105263158,1.067948,6.095473581630933
1440000,0.81919795,9.342866724147461,703.2,1.0873523,9.984499853636537
1450000,0.83884025,11.983200073149055,879.2,1.099161,10.926545543426817
1460000,0.82149845,8.293294167255654,613.2941176470588,1.1082253,8.293294164406902
1470000,0.815591,11.696500069432659,852.5833333333334,1.1104819,11.69650013903932
1480000,0.8224739,8.023866715716819,613.1333333333333,1.1071496,8.023866724222898
1490000,0.8023301,6.941052675143031,535.9473684210526,1.0815598,6.941052603878473
1500000,0.80933195,7.920529463314725,597.4705882352941,1.0890485,8.405625009909272
1510000,0.78724486,8.091533383214847,627.1333333333333,1.1101437,7.5957500343210995
1520000,0.8007697,14.16988897363707,1018.7777777777778,1.1175447,14.169888745993376
1530000,0.80318123,8.396058875368908,638.1764705882352,1.1663437,8.396058741737814
1540000,0.7969081,7.876200049673207,603.3333333333334,1.1483854,7.876199894150099
1550000,0.7937484,7.488944494443583,593.9444444444445,1.1574523,7.4889443384276495
1560000,0.8098389,9.379857200455652,694.0714285714286,1.1627452,9.379857033757228
1570000,0.8041874,7.315294164561612,566.2352941176471,1.1090237,7.315293979995391
1580000,0.7989836,9.536928626026825,686.1428571428571,1.0813359,9.536928390817982
1590000,0.7957259,7.511470634565579,590.4117647058823,1.093835,7.511470636900733
1600000,0.807165,7.432764752007857,593.7647058823529,1.119176,7.432764673934264
