Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
1360000,0.85698414,8.733866711597269,635.7333333333333,1.0697098,8.733866766250381
1370000,0.8430364,7.111333368933716,510.95238095238096,1.103953,7.111333470702881
1380000,0.844278,5.981458361726254,417.1666666666667,1.0886049,6.192608907019071
1390000,0.8548421,5.705181846866088,406.6363636363636,1.0991181,5.506043412256986
1400000,0.8282247,5.686500028372393,411.4166666666667,1.1034266,5.6865000013349345
1410000,0.8481531,9.719187544105807,654.0,1.1396645,9.71918763818394
1420000,0.85122913,8.160833373400642,554.5,1.1553845,8.16083338471233
1430000,0.84521437,9.133933376645048,649.5333333333333,1.1976485,9.133933506727528
1440000,0.83273685,6.047818210838489,451.45454545454544,1.1669995,6.047818280227313
1450000,0.846543,4.679538483413546,324.4230769230769,1.1251687,4.679538508371199
1460000,0.82254463,5.785346180948322,401.0769230769231,1.1270087,5.785346277684976
1470000,0.8449027,6.529391335682822,462.82608695652175,1.1361043,6.5293914202459
1480000,0.86445296,8.540125040904968,605.1875,1.1599886,8.540125097322743
1490000,0.8722776,4.012848504335676,303.57575757575756,1.1129128,4.10437504723086
1500000,0.87550473,5.4309130695891445,399.60869565217394,1.1006668,5.2497917223032955
1510000,0.8425921,7.432705919956788,539.4117647058823,1.1220455,7.432705995928058
1520000,0.8547904,7.680550037656213,540.5,1.1327494,7.680550218938151
1530000,0.83074147,7.999000038725653,562.0,1.1561663,7.999000217546435
1540000,0.82815355,7.291800037800567,522.1,1.1412468,7.613000079254179
1550000,0.8391246,6.343818212393671,442.1363636363636,1.1309054,6.119695819271526
1560000,0.83594275,8.283062541857362,608.375,1.1756473,8.283062723538023
1570000,0.83511287,7.595555591985532,535.9444444444445,1.1518489,7.595555640757084
1580000,0.80354655,5.282807717426644,376.7692307692308,1.1485763,5.282807796978607
1590000,0.8257304,8.698687543321284,626.1875,1.1610061,8.698687592026545
1600000,0.80962914,9.472285759859785,686.0714285714286,1.1879526,9.472286046765346
1610000,0.8257059,7.688388924515392,560.3333333333334,1.1834319,7.688389021903276
1620000,0.81936705,7.509388925585275,558.0,1.1644664,7.509389076304312
1630000,0.8173539,6.868473717826419,496.5263157894737,1.1702116,6.868473705903039
1640000,0.80167717,10.231428618093819,727.0,1.1781152,10.23142884625122
1650000,0.8030025,11.574818238626573,820.7272727272727,1.1932683,11.57481834131547
1660000,0.8202857,6.5697727576056915,475.1818181818182,1.1242363,6.569772872798652
1670000,0.81859475,7.797000038255646,584.5,1.1562142,7.797000232254504
1680000,0.81950027,6.73260003416799,509.45,1.1207465,6.732600106933387
1690000,0.8078528,8.314875039912295,600.4375,1.1148815,8.314875044074142
1700000,0.82260823,8.786750041515916,628.25,1.1295763,8.786750228675373
1710000,0.81363314,8.763625040453917,629.6875,1.116567,8.763625315288664
1720000,0.77990407,10.387230822207549,752.4615384615385,1.1711406,10.38723094027955
1730000,0.81151605,9.824500045863845,695.3571428571429,1.1770349,9.824500193245642
1740000,0.80327904,8.183437540101295,581.3125,1.1937422,8.183437559229787
1750000,0.804693,5.968041695591334,429.8333333333333,1.1474098,5.968041738791119
1760000,0.7844224,8.442470628836686,597.2941176470588,1.1420596,8.442470682100119
1770000,0.8051394,4.421965537640941,315.58620689655174,1.0933712,4.4219655789643655
1780000,0.806297,9.558733378855202,685.8666666666667,1.1515323,9.55873363064602
1790000,0.7955871,8.43317651011132,594.4117647058823,1.1200209,8.268375135172391
1800000,0.78875005,6.737944476888515,505.72222222222223,1.1155962,6.965947502035354
1810000,0.8055265,7.404750034341123,516.65,1.1502492,7.404750192520441
1820000,0.76825964,5.686347853453101,398.2173913043478,1.1219678,5.686347895565079
1830000,0.79708964,8.58800004078897,595.1764705882352,1.1524936,8.588000115609782
1840000,0.79715806,9.140333378128707,659.1333333333333,1.148849,9.140333501435816
1850000,0.7974077,7.514210561805061,546.6842105263158,1.1324902,7.514210774115973
1860000,0.7929407,8.365714325220324,603.5,1.1205356,8.365714411151462
1870000,0.7871087,16.739666743617917,1198.888888888889,1.1472605,16.73966709940901
1880000,0.8016655,6.042130463139114,440.2608695652174,1.1480563,6.042130470842771
1890000,0.787689,6.5451363934870725,453.40909090909093,1.1291019,6.5451364500755025
1900000,0.8021004,6.01686959277393,427.0,1.1419927,6.016869718011509
1910000,0.8026661,7.494833369415978,539.6111111111111,1.1362418,7.4948334557702765
1920000,0.79986465,8.738375041219115,618.625,1.1920791,8.738375255081337
1930000,0.8123292,7.93287503823376,571.3125,1.1833972,7.9328752012661425
1940000,0.8207189,11.908416723211607,848.9166666666666,1.2031606,11.908416812540963
1950000,0.8174168,7.388684244446554,516.0526315789474,1.1584083,7.388684386559027
1960000,0.80107313,7.970000036875717,570.875,1.1607629,7.97000011469936
1970000,0.8001176,6.047458363963718,438.0,1.157893,6.0474583401616355
1980000,0.8158368,7.515444479992665,538.4444444444445,1.1423458,7.515444496232602
1990000,0.78997564,7.78361114854407,581.9444444444445,1.1436962,7.52641189468148
2000000,0.795814,9.14278575874466,659.8571428571429,1.1483165,9.343666916092237
