Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
4316000,1.3501375,0.8440434,22.143000122043304,1476.0,22.14300025254488
4317000,1.3153882,0.8801276,21.25100011716131,1476.0,21.250999376177788
4318000,1.3431244,0.9035492,None,None,None
4319000,1.3138098,0.8733998,22.176000115578063,1476.0,22.17599928379059
4320000,1.311334,0.83076024,22.21900012565311,1476.0,22.218999471515417
4321000,1.3209368,0.9181757,None,None,None
4322000,1.334783,0.88564247,22.249000115669332,1476.0,22.24899986386299
4323000,1.3200808,0.8823102,22.139000113704242,1476.0,22.13899962604046
4324000,1.3307977,0.88198024,None,None,None
4325000,1.357864,0.8896364,22.18300010985695,1476.0,22.183000415563583
4326000,1.3222117,0.835283,10.68450006225612,780.0,10.684499397873878
4327000,1.343375,0.8808162,None,None,None
4328000,1.328952,0.889268,14.88700007495936,1019.5,14.887000404298306
4329000,1.3137643,0.87740535,None,None,None
4330000,1.3781136,0.8719413,21.03000010922551,1468.0,21.030000314116478
4331000,1.3246752,0.79587775,10.668000056932215,779.5,10.668000187724829
4332000,1.3531423,0.83907557,None,None,None
4333000,1.3163497,0.9546743,10.612000061315484,779.5,10.611999925225973
4334000,1.3198266,0.7998317,None,None,None
4335000,1.2868458,0.8636736,22.17300012439955,1473.0,22.173000067472458
4336000,1.2970374,0.77108675,18.75700010091532,1385.0,18.757000103592873
4337000,1.3010036,0.8460485,21.02100012486335,1469.0,21.021000508219004
4338000,1.325661,0.8665242,None,None,None
4339000,1.3202332,0.8694554,19.70300010952633,1381.0,19.702999636530876
4340000,1.3040742,0.83631825,11.164000061398838,769.0,11.164000019431114
4341000,1.3197281,0.86353326,None,None,None
4342000,1.3068208,0.86398035,21.10500011825934,1459.0,21.105000615119934
4343000,1.3381817,0.83065635,11.234000067808665,827.0,11.233999535441399
4344000,1.2996773,0.9053646,21.10600011132192,1468.0,21.106001056730747
4345000,1.3277265,0.91020197,None,None,None
4346000,1.2928895,0.7817315,7.9820000464872765,592.6666666666666,7.98199987411499
4347000,1.3385137,0.8098276,None,None,None
4348000,1.2955163,0.8565527,9.609000054731345,736.0,9.60899999861916
4349000,1.3211738,0.91397864,None,None,None
4350000,1.3084196,0.8644797,13.129000073182397,950.5,13.129000386688858
4351000,1.3059676,0.8543433,None,None,None
4352000,1.3325495,0.8660297,20.983000116073526,1459.0,20.982999734580517
4353000,1.3426912,0.89878106,22.238000123994425,1476.0,22.237999826669693
4354000,1.3023183,0.86352277,11.327000067569315,851.0,11.327000632882118
4355000,1.3208237,0.8940556,None,None,None
4356000,1.3214371,0.89557195,21.141000111121684,1461.0,21.141000635921955
4357000,1.329483,0.86226016,21.15300012321677,1476.0,21.152999579906464
4358000,1.2816484,0.9233622,None,None,None
4359000,1.3387998,0.7966811,10.74400006083306,777.5,10.744000248610973
4360000,1.2998989,0.87735206,22.073000124306418,1462.0,22.07299998961389
4361000,1.3328934,0.8941575,None,None,None
4362000,1.2801602,0.87568414,21.059000113978982,1476.0,21.058999583125114
4363000,1.3248672,0.84727734,21.119000107981265,1476.0,21.119000293314457
4364000,1.3149683,0.8516993,None,None,None
4365000,1.3276833,0.8431285,21.076000107219443,1476.0,21.07600037753582
4366000,1.2937982,0.88333964,22.28300011192914,1476.0,22.283000081777573
4367000,1.2989142,0.8926092,None,None,None
4368000,1.3307459,0.84588724,11.145500060927588,769.0,11.145500108599663
4369000,1.3108741,0.876004,12.37950006662868,878.0,12.379500146955252
4370000,1.3304253,0.82191545,1.3960000099614263,209.0,1.396000236272812
4371000,1.3057239,0.9233013,21.184000128647313,1465.0,21.184000220149755
4372000,1.2940323,0.89981234,None,None,None
4373000,1.2955967,0.84619856,22.291000112891197,1476.0,22.29100012779236
4374000,1.3095738,0.8988409,22.166000116732903,1476.0,22.16599988937378
4375000,1.3012366,0.91503716,None,None,None
4376000,1.3489275,0.847032,22.285000125761144,1476.0,22.285000063478947
4377000,1.3155425,0.75663674,22.031000112299807,1476.0,22.030999720096588
4378000,1.2948761,0.8311973,None,None,None
4379000,1.2950743,0.8592631,22.162000128766522,1476.0,22.16199952363968
4380000,1.2818432,0.8807871,11.171500060649123,781.5,11.171499975025654
4381000,1.3137169,0.872264,None,None,None
4382000,1.3084524,0.8108247,22.101000111550093,1470.0,22.101000100374222
4383000,1.3326225,0.900623,21.15000010910444,1476.0,21.150000542402267
4384000,1.327593,0.8534019,None,None,None
4385000,1.3000535,0.87494767,22.12000011606142,1476.0,22.1200003772974
4386000,1.3376526,0.82714444,21.02600012475159,1476.0,21.026000171899796
4387000,1.304925,0.87880766,None,None,None
4388000,1.3141806,0.8736117,22.200000106706284,1476.0,22.20000024139881
4389000,1.2836646,0.8346211,8.866500053030904,670.5,8.866500116884708
4390000,1.3116779,0.90919566,None,None,None
4391000,1.3137456,0.86555797,15.622000082861632,1110.0,15.62200016900897
4392000,1.2945294,0.86831427,None,None,None
4393000,1.3004692,0.79203415,16.458000096841715,1238.0,16.457999974489212
4394000,1.2912453,0.8797698,12.495000077877194,869.5,12.494999747723341
4395000,1.311373,0.8931777,None,None,None
4396000,1.2674127,0.89532304,22.247000126168132,1462.0,22.24699965119362
4397000,1.3156154,0.86150724,21.202000110875815,1476.0,21.202000215649605
4398000,1.2946577,0.85431,None,None,None
4399000,1.3172184,0.8347766,11.098000063851941,767.0,11.09799974039197
4400000,1.3278153,0.9153052,22.153000118443742,1467.0,22.152999728918076
4401000,1.296453,0.891077,None,None,None
4402000,1.2922268,0.84600526,20.991000104811974,1476.0,20.99100043065846
4403000,1.3126369,0.92750275,22.28900011163205,1476.0,22.28900032490492
4404000,1.3078723,0.80130905,1.6210000173887238,239.0,1.6209999918937683
4405000,1.312885,0.80678046,21.263000117382035,1467.0,21.26299984380603
4406000,1.2837443,0.8167445,None,None,None
4407000,1.2926754,0.9536687,21.11300012341235,1476.0,21.11299952864647
4408000,1.279176,0.8482165,14.93100008345209,1024.0,14.930999629199505
4409000,1.316383,0.84333336,21.078000116162002,1468.0,21.07800007611513
4410000,1.3284255,0.8816656,11.440000063739717,883.0,11.439999744296074
4411000,1.3385135,0.83555204,None,None,None
4412000,1.3087926,0.8864203,21.10400010307785,1461.0,21.10399983264506
4413000,1.3033445,0.88391435,22.134000118123367,1476.0,22.1339992582798
4414000,1.3107092,0.85795194,8.941000048536807,699.0,8.941000536084175
4415000,1.3025303,0.91539365,22.266000112635083,1465.0,22.266000226140022
4416000,1.298318,0.92237777,None,None,None
4417000,1.3405024,0.7944979,22.06500011065509,1476.0,22.06500068306923
4418000,1.3090186,0.87333274,21.097000109381042,1476.0,21.097000792622566
4419000,1.2974151,0.91162205,None,None,None
4420000,1.3301457,0.86750174,22.203000124776736,1476.0,22.202999159693718
4421000,1.310666,0.8594865,10.724000063084532,792.0,10.723999917507172
4422000,1.2721325,0.8474648,None,None,None
4423000,1.296675,0.8472604,11.29700006521307,853.5,11.29700006917119
4424000,1.3160549,0.9059005,9.938000045367517,748.0,9.938000459223986
4425000,1.3302923,0.9033414,22.18100010813214,1471.0,22.181000366806984
4426000,1.2814473,0.8656268,2.6920000163372606,268.0,2.6920000687241554
